Company Name,Founded,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership,min_salary,max_salary,avg_salary,company_txt,job_state,age,python_yn,R_yn,spark,aws,excel,statistics,predictive_model
"ZestFinance Inc.
3.7",2009,Financial Analytics & Research,"Data Engineers at Zest AI will own the data analytics pipeline and create systems that seamlessly integrate with our machine learning platform. We seek engineers that have experience designing, creating, and maintaining enterprise-grade data warehouses to evolve our data architecture, which supports our growth as we scale.
In this role you will:
Design/Implement robust end-to-end ETL pipelines
Develop and maintain enterprise data warehouse
Create and manage ETL data pipelines (sourcing data from databases, streaming data, various web APIs, etc.)
Integrate data from data warehouse into 3rd party tools to make data actionable
Provide ongoing maintenance and enhancements to the data pipeline
Ensure data quality through automated testing
Collaborate with analysts, engineers and business users to design solutions
Research innovative technologies and make continuous improvements
Work with our Data Science, Product and Business Analytics teams to define requirements, design and build the next generation of our product roadmap features
Identify and evangelize programming best practices with the Data Engineering and Modeling teams
Work closely with Analysis to ensure quality & availability of data in the Data Warehouse along with support of our Business Intelligence platform
We are looking for:
Minimum 4 years as a Data Engineer designing, developing and maintaining enterprise-grade data warehouse solutions consisting of structured and unstructured data
Proficiency with building data pipelines using ETL/data preparation tools
Experience with web APIs and data integrations across internal and external systems
Knowledge of Python, Java or other modern languages
Experience Apache technologies such as Flink and Kafka
Good understanding of database architecture and best practices
Understanding of data science and machine learning technologies a plus
Perks and benefits:
People – the best part of Zest
Robust healthcare plans, matching 401K and unlimited vacation time
Dog friendly office with lounge areas, video games and gigantic jigsaw puzzles
On-site gym with fitness classes
Daily catered lunches from LA’s top restaurants and fully stocked kitchen
Company happy hours, social events and outings
About Zest AI:

Here at Zest AI, we’re leveraging the power of machine learning and big data to challenge the traditional method of credit underwriting. Lending institutions apply our product – Zest Automated Machine Learning (ZAML) – to better assess decisions on loan portfolios; which in response increases revenue, reduces risk, and automates highly regulated compliance measures within fin-tech.

Please review our CCPA Policy with regard to applicant and employee personal information here.",Senior Data Engineer,"Burbank, CA",3.7,$50 to $100 million (USD),$74K-$123K (Glassdoor est.),Finance,51 to 200 Employees,Company - Private,74,123,98.5,"ZestFinance Inc.
", CA,11,1,0,0,0,0,0,0
"The Boeing Company
3.7",1916,Aerospace & Defense,"BI&A seeking a SoftwareEngineer with data transformation (ETL) experience working with latest industry tools; elastic search, apache Kafka, and Apache NiFi.

DUTIES ENTAIL:

· Work with a teammate on data integration requirements.

· Write code on ETL platform to transform data to a suitable formats as defined by IC ITE initiatives.

· Add features to ETL platform to shorten timelines for future data integration efforts.

· Develop, maintain code, and integrate software into a fully functional software system.

· Participate in daily scum meetings, sprint retrospectives, and other agile processes.

· Work with external teams to validate data ingest.

· Provide and maintain documentation of system architecture, development, and enhancements.

EDUCATION:

· Bachelors Degree and 6 or more years experience or Master's Degree with 3 or more years' experience from an accredited course of study, in engineering, computer science, mathematics, physics or chemistry.

REQUIRED EXPERIENCE:

· An Active Top Secret SCI with polygraph clearance

· 6+ years of software development experience

· Linux/Unix experience

· Object Oriented programming language

· Possess strong verbal and written communication skills

· Possess strong analytical skills, with excellent problem solving abilities in the face of ambiguity

DESIRED EXPERIENCE:

· Expertise in data ingestion, data transformation (ETL), and data modeling.

· Experience with Java, Ruby, or Python

· Experience in Agile/SCRUM enterprise-scale software development

· 3 years experience working with one of the following batch-processing and tools (eg, Nifi, Midpoint, MapReduce, Yarn, Pig, Hive, HDFS, Oozie)

· 1 year working with Restful web services

· Experience with code development, deployment, versioning, and build tools (eg, Eclipse, git, svn, maven, Jenkins)
BI&A is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race,color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.

Equal Employment Opportunity is the Law (PDF)",Data Engineer,"Herndon, VA",3.7,$10+ billion (USD),$74K-$123K (Glassdoor est.),Aerospace & Defense,10000+ Employees,Company - Public,74,123,98.5,"The Boeing Company
", VA,104,1,0,0,0,1,0,0
"Syntelligent Analytic Solutions
4.4",2010,Aerospace & Defense,"Senior-Level (12 to 18 years experience)

Overview and Deliverables: The team seeks a highly motivated Data Scientist to join our team to provide the following expert support to an Intelligence Community (IC) client:
Assess the ability of IC collection and analytic reporting to answer our nation’s critical intelligence problems.
Serve as the principal member of a multi-contractor team responsible for data mining, analysis, reporting and visualization of intelligence collection and reporting data.
Work directly with the client to data mine IC collection and analytic reporting databases.
Analyze data in context of intelligence issue and known collection and analytic priorities.
Develop and implement advanced data visualization tools to visualize complex datasets.
Be responsible for data analysis, reporting, and presenting data and progress reports to clients and is expected to work with representatives from across the Community and present findings at related meetings as required.
Skill/Position Requirements:
Demonstrated experience data mining IC collection and analytic reporting databases;
Exquisite understanding of multi-discipline (SIGINT, HUMINT, MASINT, GEOINT, OSINT) meta-data tagging standards and practices;
Demonstrated ability performing statistical data analysis;
Provide robust graphical data visualizations and recommendations for quantitative data analysis selection and collection;
Demonstrated proficiency in SQL query programming in the IC;
Familiarity with statistical modeling and best practices;
Hands-on experience with data manipulation;
Proficiency in data manipulation and statistical packages (SAS, SPSS, Matlab and R);
Demonstrated ability to use Tableau software;
Demonstrated ability to develop, implement and brief visuals of complex data;
Understand and have a working knowledge of big data capabilities; focus on mission needs, requirements gathering and prioritization, data prep and structuring, understanding data sets, interface(s), and be familiar with agency-specific and IC applications;
Ability to develop concise executive level presentations detailing findings;
Excellent listening skills;
Excellent writing skills;
Knowledge of roles and missions of respective IC agencies, and DoD; and
Demonstrated excellent communications skills, oral and written.
Desired Skills:
For a senior level position, candidate must possess a master’s or PhD degree in Statistics, Economics, Computer Science, Engineering or related quantitative field with 12 years of experience, or a bachelor’s degree in these fields with 15 years of experience.
For a mid-level position, candidate must possess a master’s or PhD degree in Statistics, Economics, Computer Science, Engineering or related quantitative field with five years experience or a bachelor’s degree in these fields with 8 years of experience.
Broad domain knowledge across multiple intelligence missions and disciplines (e.g., SIGINT, GEOINT, HUMINT, OSINT, and MASINT, etc.);
Exquisite ability to engage another party who may have another position and to blend that position into a Community voice;
Strong substantive technical understanding of the area in which one works;
Knowledge of and experience using mission analytical tools; and
Familiarity with role and missions of IC elements, and their mission priority frameworks.
Clearance: Candidates need to be TS/SCI-cleared with polygraph.

Job Type: Full-time

Pay: $105,000.00 - $180,000.00 per year

Benefits:
Dental Insurance
Health Insurance
Paid Time Off
Schedule:
8 Hour Shift
Monday to Friday
Education:
Bachelor's (Preferred)
Security Clearance Required:
Top Secret (Preferred)
Work Location:
One location
Company's website:
www.analyticsolutionsgroup.net
Work Remotely:
No",Data Scientist,"McLean, VA",4.4,$1 to $5 million (USD),$74K-$123K (Glassdoor est.),Aerospace & Defense,51 to 200 Employees,Company - Private,74,123,98.5,"Syntelligent Analytic Solutions
", VA,10,0,0,0,0,1,1,0
"Praxis Engineering Technologies
4.7",2002,Computer Hardware & Software,"Data science and teamwork your ideals? Come join our fast growing data team on one of our largest prime contracts in Virginia. This group works together onsite to support this awesome, mission-focused program. The system they are building will play a major role in how the customer conducts its primary mission for years to come!

What you will be doing:
Analyze both structured and unstructured data using data analytics, natural language processing, and artificial intelligence/machine learning techniques.
Train and optimize machine learning models and coordinate with data engineering components to deploy trained models to work on production data at scale.
Scale up prototype models and workflows to distributed clusters.
What you need:
Demonstrate Python development background with expertise in Python data analytics packages such as pandas, numpy, scipy, gensim, and scikit-learn.
Demonstrate database technologies, including Elasticsearch and SQL databases
Demonstrate data pipelines and workflow technologies, such as Apache NiFi
Demonstrate task tracking and version control technology, such as GitHub and JIRA
Demonstrate artificial intelligence and machine learning technologies/packages, such as TensorFlow, PyTorch, and scikit-learn
Demonstrate machine learning model development on text data and structured datasets
Demonstrate data visualization technologies and packages, such as Kibana, Bokeh, Leaflet/Folium, and Tableau
Demonstarte experience developing in a cloud environment, such as Amazon Web Services
Clearance
Active TS/SCI with an appropriate polygraph is required to be considered for this role

Who are we?
Praxis Engineering* was founded in 2002 and is headquartered in Annapolis Junction MD - with growing offices in Chantilly VA and Aberdeen MD.

Praxis Engineering is a consulting, product, and solutions firm dedicated to the practical application of software and system engineering technologies to solve complex problems.

With over 350 employees supporting more than 50 contracts, Praxis brings together world class engineers with proven engineering best practices, domain expertise, commercial technologies and proven agile management approaches to create high value solutions aimed at helping our customers meet their most critical business and mission objectives.

*Praxis Engineering is a wholly owned subsidiary of General Dynamics IT.

Why Praxis?
We are focused on continual learning and evolution. We don’t do things because “that’s the way we’ve always done things”; we listen to our employees and adapt to the changing marketplace. We look at the big picture and encourage our engineers to get training and certifications in emerging technologies that will help shape our customer’s mission. We've been profitable year after year. We're always on the lookout for great engineers to join the team and we recognize that our employees are the heart and soul of what we do. We focus on recruiting talented people, treating them right, and then allowing them to do what they do best. No red tape. No micromanagement. Smart people want to work with smart people, and we love people who are passionate about what they do, and finding ways to do it better.

And then there is the...

Benefits
Competitive salary
Office perks such as free soft drinks and snacks (both healthy and not-so-healthy)
Praxis swag (annual gift certificate to purchase top brand Praxis apparel)
Comprehensive health insurance plans
Parental leave
401k contribution/match: combination of profit share/contribution (4%) and employer match (up to 4%) for a total of 8%.
Annual bonus plan
Four weeks Paid Time Off + 10 holidays + comp time eligibility
Training is a priority! Take advantage of our endless in-house training opportunities - or seek out vendor offered (paid) training opportunities like conferences, certification courses and seminars.
Conferences (recently attended by Praxis employees): AWS Summit, IoT World, Black Hat and DefCon.
Training & Certifications: Splunk, AWS, Big Data/Cloudera, VMWare, Scrum Master...the list of certifications goes on and on!
Praxis University: Cyber Research, Data Analytics, IoT, AWS and RedHat course offerings and hands-on training.
We truly believe the right work-life balance can exist, and it's here at Praxis. Our work is extremely important, but your job is just a part of who you are. When you enjoy your life outside of our walls, you're at your best the next time you walk through our doors. We do all we can to assure that happens every day.
Praxis Engineering provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status, or any other protected class.",Data Scientist,"McLean, VA",4.7,$100 to $500 million (USD),$74K-$123K (Glassdoor est.),Information Technology,201 to 500 Employees,Subsidiary or Business Segment,74,123,98.5,"Praxis Engineering Technologies
", VA,18,1,0,0,1,0,0,0
"Amobee
3.7",2005,Advertising & Marketing,"Do you enjoy solving interesting problems? Are you someone who enjoys trying new approaches and technologies to solve problems? Do you want to work with large quantities of data? If so, you may be the right person to work with the Digital Data team at Amobee.

As an engineer on the Digital Data team, you will work on the team responsible for working on several applications that are responsible for the cleaning and aggregation of data. You will work with several technologies that run the gamut from real-time ingest tools to batch analytics to web applications. The role involves developing and designing features and new interfaces in collaboration with internal Product Management and other development and operational Engineering teams. Your responsibilities will be based on your experience level and accomplishments. You’ll be part of a highly talented collaborative team working on various technical challenges, ranging from scalability to innovative feature design and development.
Responsibilities
Build BigData systems – work on improving and adding new functionality to Amobee’s Data Systems backbone.
Design and implement features evolving our online advertising and data management product offerings.
Design, implement our proprietary cutting edge Hadoop/Spark based systems.
Scale up and tune our ad serving pipeline. Challenges come in the form of concurrency, data scale, and computational efficiency.
Large-scale data ingestion and integration – design, implement scalable ETL processes to collect and store large amounts of data from multiple data centers and diverse external partners.
Real-time event processing – Design and implement real-time processes to handle thousands of requests per second.
Collaboration on requirements – Work with the Engineering, Product Management teams to come up with features that would help us and our clients be more productive and improve the bottom line.
Keep it running – Help troubleshoot application operational issues.
Qualifications:
A degree in Computer Science is preferred.
Must be hard-working, team-oriented, bright, creative, cooperative, and an exceptional problem solver
Experience with Java or Scala preferred experience with C++ or C# is acceptable
Experience with Hadoop (MapReduce, Spark), or similar, large-scale data processing systems is required.
Proficiency in relational and NoSQL databases is preferred
Some experience with distributed systems, advanced applications building, large-scale data processing or application partitioning.
Experience with AWS and working knowledge of AWS data management, DevOps processes and technologies (Jenkins/Travis, Docker, Kubernetes, monitoring systems, etc) is a plus
3-5 years of relevant experience
Strong knowledge of common algorithms and data structures
Solid understanding and working knowledge of modern operating systems and/or application scalability techniques is a plus.
Experience with Linux based operating systems is a plus.
Location:
Baltimore, MD
#LI-CW1

About Amobee
The world’s leading independent advertising platform, Amobee unifies all advertising channels—including TV, programmatic and social—across all formats and devices. We provide marketers with streamlined, advanced media planning capabilities powered by in-depth analytics and proprietary audience data. Our platform and technology, provides the most advanced advertising solutions for the convergence of digital and advanced TV— including linear TV, over the top, connected TV, and premium digital video. Enabling advertisers to plan and activate across more than 150 integrated partners, including Facebook, Instagram, Pinterest, Snapchat and Twitter.

Amobee has been named to Fortune’s Top 10 Best Workplaces in Advertising and Marketing. Amobee’s platforms have been widely recognized amongst our industry winning numerous awards in technology innovation, see all Amobee Awards. We are a wholly owned subsidiary of Singtel, one of the largest telco companies in the world, reaching over 700 million mobile subscribers in 21 countries. Amobee operates across North America, Europe, Middle East, Asia and Australia. For more information, visit amobee.com or follow @amobee

In addition to our great environment, we offer a competitive base salary, employee development programs and other comprehensive benefits. Please send a cover letter along with your resume when applying to the position of interest located at Amobee.com. We are an Equal Opportunity Employer. No phone calls and no recruiting agencies, please.","Data Engineer / Software Engineer (Data Systems, Spark, Hadoop, Coding and Architecture)","Baltimore, MD",3.7,$500 million to $1 billion (USD),$74K-$123K (Glassdoor est.),Business Services,501 to 1000 Employees,Company - Private,74,123,98.5,"Amobee
", MD,15,0,0,1,1,0,0,0
"Quicken Loans, Inc.
3.8",1985,Lending,"Minimum Qualifications
Bachelor's degree in computer science, information technology, or a related field or equivalent experience
Preferred Qualifications
3 years of experience working with database tools
3 years of programming experience using Python and C#
3 years of experience working with SQL server integration services or ETL tools
3 years of experience working with data integration tools
Proficiency in the Microsoft Office suite
Experience working with ETL tools
Knowledge of data integration tools
Knowledge of software programming languages, such as Python and C#
Job Summary

The Senior Data Engineer works with database engineers to design, develop and maintain the infrastructure of data within the data warehouse, including setting the ETL (extract, transform, load) processes, bringing in new data sources, modifying existing data sources, making sure data is clean, complete and consumable, as well as designing data models within the data warehouse.

The Senior Data Engineer works as part of one or more project teams and is responsible for designing and building mechanisms to move, integrate, cleanse and publish large volume datasets. This is a developer role with a specialty in data and requires deep knowledge of a variety of programming languages and design patterns.

Responsibilities
Design and support the new and evolving sources of data being brought into the data warehouse
Work closely with data architects and follow best practices for data management consumption
Work closely with business analysts to work through business requirements and develop processes to provide the needed data visibility via the data warehouse and reporting platform
Assist with application layer and metadata design
Assist with the design and create automated applications and reporting solutions
Work closely with front-end developers to ensure data is being brought in and data integrity is being maintained
Monitor and troubleshoot performance issues on the data warehouse servers
Research and promote new tools and techniques to shape the future of the data environment
Mentor and train other data engineers
Who We Are

We're America's largest mortgage lender, closing loans in all 50 states. J.D. Power ranked Quicken Loans ""Highest in Customer Satisfaction in Primary Mortgage Origination"" for the past 10 consecutive years, 2010 - 2019. The company was also ranked highest in the nation for client satisfaction among mortgage servicers by J.D. Power for 6 consecutive years, 2014 through 2019, each year the company was eligible. There's a simple reason we've been so successful: We care about the people we work with.

If you're tired of stuffy, bureaucratic workplaces, then you'll be delighted to find something different here. We strive to make a creative, fun and collaborative environment you simply won't find anywhere else. Quicken Loans was named #1 in ESSENCE Magazine's first ever list of ""Best Places to Work for African Americans"" in 2015. We've been on Computerworld's ""Best Places to Work in IT"" list for 13 years running, hitting #1 the last 5 years. We were also ranked #14 in FORTUNE Magazine's list of ""100 Best Companies to Work For"" in 2018, remaining in the top 30 for the past 15 years.

Disclaimer

This is an outline of the primary responsibilities of this position. As with everything in life, things change. The tasks and responsibilities can be changed, added to, removed, amended, deleted and modified at any time by the leadership group.",Senior Data Engineer,"Detroit, MI",3.8,$10+ billion (USD),$74K-$123K (Glassdoor est.),Finance,10000+ Employees,Company - Private,74,123,98.5,"Quicken Loans, Inc.
", MI,35,1,0,0,0,0,0,0
"Committee of 100
2.8",-1,Social Assistance,"The Committee of 100 (C100) is seeking a Data Scientist for a full time position. The Data Scientist will work with the President to use data and informational metrics to measure the impact of C100, to help further build a brand identity, to help improve internal decision-making processes, and to raise our public profile. This position will be responsible for proactively gathering data and producing data-driven insights and developing visualizations to advance the strategic position of C100.

The ideal candidatefor this position has an exceptional eye for detail, expertise as a data scientist, and a solid understanding of popular data analysis tools. He/she will work closely across C100's programs and datasets to understand objectives and identify trends in various studies.

Responsibilities:
Responsible for researching, collecting, analyzing, storing and creating data related to C100s programs and its dual missions
Responsible for overseeing data presented across surveys, studies in order to identify meaningful results
Lead and build data architecture processes and databases
Perform quantitative and qualitative data analysis
Audit data on a regular basis to ensure data integrity and quality
Assist in preparation of data reports, board presentations, publications, marketing collaterals, and other educational materials
Responsible for the maintenance, back up and security of organizational data
Must have strong communication skills including capability to explain complex technical topics
Must have experience with relevant data analysis software programs
Qualifications
Bachelors degree in computer science, information technology or related field; PhD degree preferred
Commitment to the mission and values of C100
3-5+ years of experience as a data scientist or analyst; experience with a data/technology firm is
preferred
Extensive knowledge of data analysis software programs
Good problem-solving and analytical skills, ability to resolve issues
Exceptional writing, proofreading and copy editing skills
Strong interpersonal and presentation skills
Attention to detail, and a propensity to approach problems from creative angles
Outstanding prioritization and project management skills
Powered by JazzHR",Data Scientist,"New York, NY",2.8,$1 to $5 million (USD),$74K-$123K (Glassdoor est.),Non-Profit,1 to 50 Employees,Company - Private,74,123,98.5,"Committee of 100
", NY,-1,0,0,0,0,0,0,0
Department of of Human Services (DHS),-1,-1,"All interested and highly qualified candidates must apply for this position by visiting career.dc.gov. Job ID# 10941

This position is located in the Economic Security Administration (ESA) at the Department of Human Services (DHS) and reports to the Deputy Administrator for Division of Data, Analytics, Research and Evaluation (DARE). This position functions as an expert for data science and predictive analysis for the ESA regarding a variety of public assistance programs, policies, best practices, and implementation of initiatives.

Duties and Responsibilities

To lead various statistical and predictive analysis projects, including designing a study, literature review, identifying data sources, compiling data, data wrangling, analyzing data, developing recommendations, and writing reports, etc. To conduct regular and ad-hoc statistical and quantitative analysis involving big data and multiple databases. To support ESA in its efforts to improve the customer services, to be compliant with federal regulations, and to reduce errors, by conducting regular and ad-hoc data analysis and maintaining data reports and monitoring various measures related to Supplemental Nutrition Assistance Program (SNAP), Temporary Assistance for Needy Families (TANF), and medical assistance programs. To be an expert to guide the team to explore and adopt advanced data science methods and techniques, including machine learning. To participate in the development of proposals for regulations and policies, and to conduct complex analysis of the anticipated effects of other legislation, policies and programs (i.e., cost-benefit analysis or cost projection). To translate findings from data analysis into concrete recommendations for how to improve ESA programs, policies and operations. To promote data-driven decision-making culture across the agency.

Uses descriptive statistics, predictive analytics, machine learning, and other methods to learn about and derive insights from the patterns and relations within a dataset. Uses inferential statistics to learn about the causal relations between variables in a dataset, including randomized field evaluations. Develops intuitive and compelling graphics to visualize and think about data. Creates data dictionaries, annotated code, and similar materials to ensure work product is as open and reproducible as possible. Ensures that work product adheres to methodological and open science best practices. Reviews, writes, and presents descriptions and summaries of projects for diverse audiences, including executive and command staff leadership, scientific experts, government practitioners, and public stakeholders.

Qualifications and Education

Bachelor's degree in Behavioral or Social Science; or related disciplines appropriate to the position and experience are required..

Job Type: Full-time

Pay: $87,703.00 - $113,002.00 per year

Benefits:
Dental Insurance
Employee Assistance Program
Employee Discount
Flexible Schedule
Flexible Spending Account
Health Insurance
Life Insurance
Paid Time Off
Parental Leave
Retirement Plan
Vision Insurance
Schedule:
Monday to Friday
Experience:
Direct: 1 year (Required)
Education:
Bachelor's (Required)
Company's website:
dhs.dc.gov
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
Temporarily due to COVID-19",Data Scientist,"Washington, DC",-1.0,-1,$74K-$123K (Glassdoor est.),-1,-1,-1,74,123,98.5,Department of of Human Services (DHS), DC,-1,0,0,0,0,0,1,0
"Blue River Technology
4.6",2011,Computer Hardware & Software,"About Us

We're Blue River, a team of innovators driven to radically change agriculture by creating intelligent machinery. We empower our customers – farmers - to implement more sustainable solutions: optimize chemical usage, reimagining routine processes, and improving farming yields year after year. We believe that focusing on the small stuff – pixel-by-pixel and plant-by-plant - leads to big gains. By partnering with John Deere, we are innovating computer vision, machine learning, robotics and product management to solve monumental challenges for our customers.

Our people are at the heart of what we do. Through cross-discipline collaboration, this mission-driven and daring team is eager to define the new frontier of agricultural robotics. We are always asking hard questions, rapidly iterating, and getting our boots in the field to figure it out. We won't give up until we've made a tangible and positive impact on agriculture.

We are based in Sunnyvale, CA - but we are not contained to an office or our lab - the farm and field are also our playground. We are proud of our deeply collaborative culture at Blue River. We are a people-first company, and everyone here makes a tangible difference. We are passionate about what we're creating and can promise you, if you join, that your voice and contributions will matter. Are you ready to embark on the greatest adventure of your career?

Position Description:

We are seeking a highly skilled Machine Learning Scientist to join our world-class research and engineering team. In this senior level role, you'll focus on bringing the state of the art Machine Learning technology to many different platforms across the company by building state of the art prototypes, consulting on best practices and mentoring fellow team members.

Our ideal candidate for this exciting position will be fluent on the latest and greatest technologies and be able to generate practical plans teams want to follow facilitating the adoption Machine Learning technologies. Your insight on the strategic implementation of these Machine Learning capabilities will be imperative as these outcomes will be very impactful for our company.

Role Responsibilities:

Partner with teams across the Blue River and John Deere organizations on 1-6 months projects building prototypes that incorporate Machine Learning technologies. You'll be an evangelist for Machine Learning capability from coding prototypes to generating executive strategy to distributing educational materials.
Execution:
Responsible for prototyping advanced Machine Learning methods
Rapidly explore many different methods to weigh pros and cons
Identify the best tools for the task and apply those techniques
Implement new methods and advance the state of the art
Digest papers, conference proceedings, books, classes for new methods
Create plans and schedules, track progress and provide educational material and frameworks to fellow engineers and product managers
Coordination:
Work closely with Engineering/Product Managers to develop paths for meaningful research direction
Excellent brainstorming, creative thinking, mathematical analysis, and communication skills
Desire to teach others
Required Professional Skills & Experience:
Masters Degree in Computer Science or other technical field of study
2-3 years of post academic experience in a Machine Learning role
Advanced hands on coding skills with Python
Advanced experience with Machine Learning applications and neural networks; expert level familiarity with TensorFlow and differentiable programming
Advanced experience with Deep Learning, Reinforcement Learning, Natural Language Processing and Math; experience with Classical Controls a huge plus
Clear big systems thinking; able to understand and articulate complex technologies / products to both technical and non-technical stakeholders
Up to date on current research papers and industry trends in the field of Machine Learning
Experience with Hardware strongly preferred
Blue River offers competitive compensation and benefits, including a great 401(K) match. We believe in a work life balance and offer generous Paid Time Off and Sick Leave as well as Paid Parental Leave and an adoption benefit. Subsidized lunches, flexible work hours, CalTrain passes (with mobile Wi-Fi!) and a collaborative and supportive environment also contribute to making Blue River a great place to work.

We are committed to building a diverse team and encourage applications from people of all backgrounds.",Machine Learning Scientist,"Sunnyvale, CA",4.6,Unknown / Non-Applicable,$74K-$123K (Glassdoor est.),Information Technology,51 to 200 Employees,Subsidiary or Business Segment,74,123,98.5,"Blue River Technology
", CA,9,1,0,0,0,1,0,0
"Powertek
3.7",2001,IT Services,"The Senior Data Scientist will build and improve analytic pipelines to consolidate multiple data sources, perform analytic processing, and produce actionable business information (e.g., top-10 lists, pattern-matches, exceptions, or lists of 'needles in the haystack'). S/he will apply hands-on development skills and experience as an expert in analytics, data science, pattern recognition, and predictive models. The Senior Data Scientist will build, redevelop/modernize, optimize, and recommend cloud and server-based data science, analytics, and visualization solutions. The Senior Data Scientist may build classifiers, machine learning systems, state-of-the-art data mining methods, and anomaly detection systems.

This project serves the needs of a new agency organization advocating technology capabilities and solutions for counterintelligence and collaborating with operational and support elements throughout the agency. The project helps the agency's enterprise-level initiatives addressing the digital environment. Our team is at the forefront of highly complex, technologically sophisticated IT models and systems serving the nation's counterintelligence needs.

Location: Washington, DC Clearance Required: Top Secret/SCI Travel: None
Status: Full Time FLSA: Exempt
Essential Duties and Responsibilities:
Assist in selecting features, building and optimizing classifiers using machine learning techniques. Document use of classifiers for machine learning techniques,
Help build algorithms to seek out significant information hidden in vast amounts of data by working with users to develop criteria and parameters that effectively highlight and associate areas of interest.
Document algorithms including criteria and parameters used in algorithm, with notes on unsuccessful approaches.
Apply data mining techniques using state-of-the-art methods to find trends and address potential knowledge gaps.
Process, clean, and verify the integrity of data used for analysis and be able to calculate accuracy and/or rank of data in a set in statistical terms.
Create or use automated anomaly detection systems and track system performance highlighting areas for improvement. Document results of anomaly detection and system performance.
Make recommendations on improving existing processes.
Research and develop statistical learning models for data analysis.
Collaborate with various offices and personnel to understand company needs and devise possible solutions.
Communicate results and ideas to unit leadership.
Implement new statistical or other mathematical methodologies as needed for specific models or analysis.
Optimize joint development efforts through appropriate database use and project design.
Create meaningful presentations and analyses which tell a story focused on insights, not solely data.
Synthesize methodology and data into an actionable business strategy and communicate findings to team members.
Your Experience and Knowledge:
Experience with programming languages such as Java/Python/Hadoop
Expert in SQL and other programming languages: RDBMS, MySQL, PostgreSQL, DB2, Informix; proficiency in query languages such as Hive, Pig, etc.
Strong background in data mining and statistical analysis
Understanding and ability to apply machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.

ABOUT POWERTEK

We challenge you to come make your mark. Influence change. Work on vital missions. Advance your career.

Powertek Corporation is a high-energy IT company that encourages its employees to help shape its culture with imagination and ingenuity. Learn more at www.PowertekCorporation.com.

DISTINGUISHING BENEFITS

Matching 401k vested from day one of plan entry

Choice of Health Insurance Plans and an employee assistance program.

Company sponsored technical and management certifications.

PowertekU online education with 4400+ technical and business courses.

Educational tuition reimbursement.

Robust Awards & Recognition Program + perks, discounts, generous referral program.

TO ALL APPLICANTS

Thank you for your interest and effort in applying for this position.

Powertek provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.

No unsolicited agency referrals please.",Data Scientist,"Washington, DC",3.7,$25 to $50 million (USD),$74K-$123K (Glassdoor est.),Information Technology,51 to 200 Employees,Company - Private,74,123,98.5,"Powertek
", DC,19,1,0,0,1,0,0,1
